"","genus","prop_endemic","species_number","nz","nc","ng","wcvp","indo2","prop_aus","n","ala","rowsums","endemism_status"
"933","Stenanthemum",1,29,FALSE,FALSE,FALSE,FALSE,FALSE,1,3226,FALSE,0,"endemic"
"934","Stenanthera",1,3,FALSE,FALSE,FALSE,FALSE,FALSE,1,9798,FALSE,0,"endemic"
"935","Stenopetalum",1,12,FALSE,FALSE,FALSE,FALSE,FALSE,1,6505,FALSE,0,"endemic"
"936","Stenostegia",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,50,FALSE,0,"endemic"
"937","Stigmatodactylus",1,2,FALSE,FALSE,FALSE,TRUE,TRUE,0.978260869565217,184,TRUE,3,"non-endemic"
"938","Stirlingia",1,7,FALSE,FALSE,FALSE,FALSE,FALSE,1,1630,FALSE,0,"endemic"
"939","Stockwellia",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,133,FALSE,0,"endemic"
"940","Stonesiella",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,71,FALSE,0,"endemic"
"941","Storckiella",1,1,FALSE,TRUE,FALSE,TRUE,FALSE,0.728682170542636,129,TRUE,3,"non-endemic"
"942","Strangea",1,3,FALSE,FALSE,FALSE,FALSE,FALSE,0.998109640831758,529,FALSE,0,"endemic"
"943","Streptoglossa",1,8,FALSE,FALSE,FALSE,FALSE,FALSE,1,3375,FALSE,0,"endemic"
"944","Streptothamnus",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,182,FALSE,0,"endemic"
"945","Stuartina",1,2,FALSE,FALSE,FALSE,TRUE,FALSE,0.993819211949524,3883,FALSE,1,"endemic"
"946","Stylobasium",1,2,FALSE,FALSE,FALSE,FALSE,FALSE,1,842,FALSE,0,"endemic"
"947","Stypandra",1,2,FALSE,FALSE,FALSE,FALSE,FALSE,0.999891126837235,9185,FALSE,0,"endemic"
"948","Styphelia",1,20,FALSE,TRUE,FALSE,TRUE,TRUE,0.992212487832012,14382,FALSE,3,"non-endemic"
"949","Suaeda",1,2,TRUE,TRUE,TRUE,TRUE,TRUE,0.929566255471548,5026,TRUE,6,"non-endemic"
"950","Surreya",1,2,FALSE,FALSE,FALSE,FALSE,FALSE,1,521,FALSE,0,"endemic"
"951","Swainsona",1,85,FALSE,FALSE,FALSE,TRUE,FALSE,0.999747027573994,27671,FALSE,1,"endemic"
"952","Sylvipoa",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,284,FALSE,0,"endemic"
"953","Symonanthus",1,2,FALSE,FALSE,FALSE,FALSE,FALSE,1,66,FALSE,0,"endemic"
"954","Symphionema",1,2,FALSE,FALSE,FALSE,FALSE,FALSE,1,918,FALSE,0,"endemic"
"955","Synaphea",1,56,FALSE,FALSE,FALSE,FALSE,FALSE,1,4189,FALSE,0,"endemic"
"956","Synaptantha",1,2,FALSE,FALSE,FALSE,FALSE,FALSE,1,1039,FALSE,0,"endemic"
"957","Tapeinosperma",1,3,FALSE,TRUE,FALSE,TRUE,TRUE,0.851851851851852,270,TRUE,4,"non-endemic"
"958","Tapheocarpa",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,13,FALSE,0,"endemic"
"959","Taplinia",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,38,FALSE,0,"endemic"
"960","Taraxacum",1,2,TRUE,FALSE,TRUE,TRUE,TRUE,0.971734509093772,12701,TRUE,5,"non-endemic"
"961","Taraxis",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,134,FALSE,0,"endemic"
"962","Taxandria",1,11,TRUE,FALSE,FALSE,FALSE,FALSE,0.984020185029437,2378,TRUE,2,"non-endemic"
"963","Tecomanthe",1,2,TRUE,FALSE,FALSE,TRUE,FALSE,0.438144329896907,194,TRUE,3,"non-endemic"
"964","Telopea",1,5,FALSE,FALSE,TRUE,FALSE,FALSE,0.996568933250156,6412,FALSE,1,"non-endemic"
"965","Templetonia",1,13,FALSE,FALSE,FALSE,FALSE,FALSE,0.999526290857414,6333,FALSE,0,"endemic"
"966","Teratophyllum",1,1,FALSE,TRUE,FALSE,TRUE,TRUE,0.716535433070866,127,TRUE,4,"non-endemic"
"967","Tersonia",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,234,FALSE,0,"endemic"
"968","Tetracarpaea",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,380,FALSE,0,"endemic"
"969","Tetramolopium",1,1,FALSE,FALSE,FALSE,TRUE,TRUE,0.0625,192,TRUE,3,"non-endemic"
"970","Tetrapora",1,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,247,FALSE,0,"endemic"
"971","Tetrardisia",1,1,FALSE,FALSE,FALSE,FALSE,TRUE,1,55,FALSE,1,"non-endemic"
"972","Tetrarrhena",1,6,FALSE,FALSE,FALSE,FALSE,FALSE,0.999958856202428,24305,FALSE,0,"endemic"
"973","Tetrastigma",1,5,FALSE,FALSE,FALSE,TRUE,TRUE,0.969459962756052,2685,TRUE,3,"non-endemic"
"974","Tetratheca",1,53,FALSE,FALSE,FALSE,FALSE,FALSE,0.999936573711918,47299,FALSE,0,"endemic"
"975","Thaleropia",1,1,FALSE,FALSE,FALSE,TRUE,TRUE,0.8,75,TRUE,3,"non-endemic"
"976","Thedachloa",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,18,FALSE,0,"endemic"
"977","Thelepogon",1,1,FALSE,FALSE,FALSE,TRUE,TRUE,0.416666666666667,12,TRUE,3,"non-endemic"
"978","Thelionema",1,3,FALSE,FALSE,FALSE,FALSE,FALSE,1,2692,FALSE,0,"endemic"
"979","Thesium",1,1,FALSE,FALSE,TRUE,TRUE,TRUE,0.99151103565365,1178,FALSE,3,"non-endemic"
"980","Thespidium",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,94,FALSE,0,"endemic"
"981","Thinicola",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,62,FALSE,0,"endemic"
"982","Thiseltonia",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,27,FALSE,0,"endemic"
"983","Thomasia",1,29,FALSE,FALSE,FALSE,FALSE,FALSE,0.998875899280576,4448,FALSE,0,"endemic"
"984","Thoracostachyum",1,1,FALSE,FALSE,FALSE,TRUE,FALSE,0.753623188405797,69,TRUE,2,"non-endemic"
"985","Threlkeldia",1,2,FALSE,FALSE,FALSE,FALSE,FALSE,1,3622,FALSE,0,"endemic"
"986","Thryptomene",1,47,FALSE,FALSE,FALSE,FALSE,FALSE,0.995062179956108,5468,FALSE,0,"endemic"
"987","Thunbergia",1,1,TRUE,FALSE,TRUE,TRUE,TRUE,0.915877437325905,1795,TRUE,5,"non-endemic"
"988","Thynninorchis",1,2,FALSE,FALSE,FALSE,FALSE,FALSE,1,504,FALSE,0,"endemic"
"989","Thyridolepis",1,3,FALSE,FALSE,FALSE,FALSE,FALSE,1,3079,FALSE,0,"endemic"
"990","Tietkensia",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,49,FALSE,0,"endemic"
"991","Tiliacora",1,1,FALSE,FALSE,TRUE,TRUE,FALSE,0.873015873015873,63,TRUE,3,"non-endemic"
"992","Tinospora",1,3,FALSE,TRUE,TRUE,TRUE,TRUE,0.990002940311673,3401,FALSE,4,"non-endemic"
"993","Townsonia",1,1,TRUE,FALSE,FALSE,TRUE,FALSE,0.863013698630137,365,TRUE,3,"non-endemic"
"994","Trachoma",1,3,FALSE,TRUE,FALSE,TRUE,FALSE,0.691176470588235,68,TRUE,3,"non-endemic"
"995","Trachystylis",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,169,FALSE,0,"endemic"
"996","Tragia",1,3,FALSE,FALSE,TRUE,TRUE,FALSE,0.991769547325103,486,FALSE,2,"non-endemic"
"997","Tremandra",1,2,FALSE,FALSE,FALSE,FALSE,FALSE,1,495,FALSE,0,"endemic"
"998","Tremulina",1,2,FALSE,FALSE,FALSE,FALSE,FALSE,1,297,FALSE,0,"endemic"
"999","Trianthema",1,12,FALSE,FALSE,TRUE,TRUE,TRUE,0.994608626198083,5008,FALSE,3,"non-endemic"
"1000","Tribonanthes",1,6,FALSE,FALSE,FALSE,FALSE,FALSE,1,1139,FALSE,0,"endemic"
"1001","Tribulopis",1,6,FALSE,FALSE,FALSE,FALSE,FALSE,1,1283,FALSE,0,"endemic"
"1002","Trichanthodium",1,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,1215,FALSE,0,"endemic"
"1003","Trichocline",1,1,FALSE,FALSE,FALSE,TRUE,FALSE,1,384,FALSE,1,"non-endemic"
"1004","Trichoglottis",1,1,FALSE,FALSE,FALSE,TRUE,TRUE,0.513513513513513,37,TRUE,3,"non-endemic"
"1005","Trigastrotheca",1,1,FALSE,TRUE,FALSE,TRUE,FALSE,0.910873440285205,561,TRUE,3,"non-endemic"
"1006","Trigonella",1,1,FALSE,FALSE,TRUE,TRUE,FALSE,0.854726368159204,1005,TRUE,3,"non-endemic"
"1007","Trigonostemon",1,1,FALSE,TRUE,FALSE,TRUE,TRUE,0.518518518518518,27,TRUE,4,"non-endemic"
"1008","Trihaloragis",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,68,FALSE,0,"endemic"
"1009","Trimenia",1,1,FALSE,TRUE,FALSE,TRUE,TRUE,0.888667992047714,503,TRUE,4,"non-endemic"
"1010","Triodia",1,79,FALSE,FALSE,FALSE,TRUE,FALSE,0.999860743629021,28724,FALSE,1,"endemic"
"1011","Trioncinia",1,2,FALSE,FALSE,FALSE,FALSE,FALSE,1,15,FALSE,0,"endemic"
"1012","Tripladenia",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,1368,FALSE,0,"endemic"
"1013","Triplarina",1,7,FALSE,FALSE,FALSE,FALSE,FALSE,1,812,FALSE,0,"endemic"
"1014","Tripterococcus",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,767,FALSE,0,"endemic"
"1015","Triptilodiscus",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,6418,FALSE,0,"endemic"
"1016","Tristania",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.974025974025974,385,TRUE,1,"endemic"
"1017","Tristaniopsis",1,3,FALSE,TRUE,FALSE,TRUE,TRUE,0.963822789707874,5169,TRUE,4,"non-endemic"
"1018","Trithuria",1,10,TRUE,FALSE,FALSE,TRUE,FALSE,0.886549707602339,855,TRUE,3,"non-endemic"
"1019","Triunia",1,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,1047,FALSE,0,"endemic"
"1020","Trymalium",1,13,FALSE,FALSE,FALSE,FALSE,FALSE,0.999539806718822,2173,FALSE,0,"endemic"
"1021","Tyrbastes",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,117,FALSE,0,"endemic"
"1022","Ungeria",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,14,FALSE,0,"endemic"
"1023","Uranthoecium",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,145,FALSE,0,"endemic"
"1024","Urodon",1,2,FALSE,FALSE,FALSE,FALSE,FALSE,1,260,FALSE,0,"endemic"
"1025","Uromyrtus",1,4,FALSE,TRUE,FALSE,TRUE,TRUE,0.907670454545455,704,TRUE,4,"non-endemic"
"1026","Uvedalia",1,2,FALSE,FALSE,FALSE,FALSE,FALSE,1,360,FALSE,0,"endemic"
"1027","Vachellia",1,9,FALSE,FALSE,TRUE,TRUE,TRUE,0.984287023700406,22911,TRUE,4,"non-endemic"
"1028","Van-royena",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,90,FALSE,0,"endemic"
"1029","Ventilago",1,3,FALSE,TRUE,FALSE,TRUE,TRUE,0.957221942627076,1987,TRUE,4,"non-endemic"
"1030","Verreauxia",1,3,FALSE,FALSE,FALSE,FALSE,FALSE,1,119,FALSE,0,"endemic"
"1031","Verticordia",1,101,FALSE,FALSE,FALSE,FALSE,FALSE,0.999434589016892,14149,FALSE,0,"endemic"
"1032","Vesselowskya",1,2,FALSE,FALSE,FALSE,FALSE,FALSE,1,241,FALSE,0,"endemic"
"1033","Viminaria",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.998985115020298,2956,FALSE,0,"endemic"
"1034","Vitis",1,1,FALSE,FALSE,TRUE,TRUE,TRUE,0.7,260,TRUE,4,"non-endemic"
"1035","Vittadinia",1,28,TRUE,TRUE,FALSE,TRUE,TRUE,0.995633279010488,47862,FALSE,4,"non-endemic"
"1036","Waitzia",1,5,FALSE,FALSE,TRUE,TRUE,FALSE,1,3960,FALSE,2,"non-endemic"
"1037","Walteranthus",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,4,FALSE,0,"endemic"
"1038","Walwhalleya",1,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,5861,FALSE,0,"endemic"
"1039","Websteria",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.818181818181818,11,TRUE,1,"non-endemic"
"1040","Wendlandia",1,5,FALSE,FALSE,FALSE,TRUE,TRUE,0.844262295081967,244,TRUE,3,"non-endemic"
"1041","Westringia",1,31,TRUE,FALSE,FALSE,FALSE,FALSE,0.998063216609854,12908,FALSE,1,"non-endemic"
"1042","Whyanbeelia",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,64,FALSE,0,"endemic"
"1043","Winifredia",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,75,FALSE,0,"endemic"
"1044","Wittsteinia",1,1,FALSE,FALSE,FALSE,TRUE,FALSE,0.99601593625498,502,FALSE,1,"non-endemic"
"1045","Wollemia",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,22,FALSE,0,"endemic"
"1046","Woollsia",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,3163,FALSE,0,"endemic"
"1047","Wurmbea",1,28,TRUE,FALSE,TRUE,TRUE,FALSE,0.996018202502844,14064,FALSE,3,"non-endemic"
"1048","Xanthorrhoea",1,28,FALSE,FALSE,FALSE,FALSE,FALSE,0.999939997599904,49998,FALSE,0,"endemic"
"1049","Xanthosia",1,20,FALSE,FALSE,FALSE,FALSE,FALSE,0.9999518999519,20790,FALSE,0,"endemic"
"1050","Xerochloa",1,3,FALSE,FALSE,FALSE,TRUE,TRUE,1,749,FALSE,2,"non-endemic"
"1051","Xerolirion",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,44,FALSE,0,"endemic"
"1052","Xerothamnella",1,2,FALSE,FALSE,FALSE,FALSE,FALSE,1,194,FALSE,0,"endemic"
"1053","Xylomelum",1,6,FALSE,FALSE,FALSE,FALSE,FALSE,1,3374,FALSE,0,"endemic"
"1054","Xylopia",1,2,FALSE,TRUE,TRUE,TRUE,TRUE,0.751445086705202,346,TRUE,5,"non-endemic"
"1055","Xylosma",1,4,FALSE,TRUE,FALSE,TRUE,TRUE,0.833605220228385,613,TRUE,4,"non-endemic"
"1056","Yakirra",1,6,FALSE,FALSE,FALSE,FALSE,TRUE,0.999175257731959,2425,FALSE,1,"non-endemic"
"1057","Zaleya",1,1,FALSE,FALSE,TRUE,TRUE,TRUE,0.993665158371041,1105,FALSE,3,"non-endemic"
"1058","Zealandia",1,1,FALSE,TRUE,FALSE,FALSE,FALSE,0.925925925925926,27,TRUE,2,"non-endemic"
"1059","Zeuxine",1,3,FALSE,TRUE,TRUE,TRUE,TRUE,0.875886524822695,282,TRUE,5,"non-endemic"
"1060","Zieria",1,59,FALSE,TRUE,FALSE,TRUE,FALSE,0.999452879223088,21933,FALSE,2,"non-endemic"
"1061","Zygochloa",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,1340,FALSE,0,"endemic"
