"","genus","prop_endemic","species_number","nz","nc","ng","wcvp","indo2","prop_aus","n","ala","rowsums","current_knowledge","reason","Least Concern","Critically Endangered","Data Deficient","Endangered","Near Threatened","Vulnerable","Lower Risk/near threatened","Extinct","plant_growth_form","dispersal_appendage","seed_dry_mass","dispersal_syndrome"
"926","Sphenotoma","1",6,"FALSE","FALSE","FALSE","FALSE","FALSE","0.99712368168744","1043","FALSE","0","endemic",NA,0,0,0,0,0,0,0,0,"c(""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"")","NULL","c(""0.0524"", ""0.1156"", ""0.0288"", ""0.0306"", ""0.0313"", ""0.0382"")","NULL"
"927","Spiculaea","1",1,"FALSE","FALSE","FALSE","FALSE","FALSE","1","234","FALSE","0","endemic",NA,0,0,0,0,0,0,0,0,"c(""herb"", ""herb"", ""herb"", ""herb"")","NULL","NULL","NULL"
"928","Spiraeanthemum","1",1,"FALSE","TRUE","FALSE","TRUE","TRUE","0.566666666666667","180","TRUE","4","non-endemic",NA,0,0,0,0,0,0,0,0,"c(""tree"", ""tree"", ""tree"", ""shrub tree"")","NULL","NULL","NULL"
"929","Spirogardnera","1",1,"FALSE","FALSE","FALSE","FALSE","FALSE","1","55","FALSE","0","endemic",NA,0,0,0,0,0,0,0,0,"c(""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"")","NULL","NULL","NULL"
"930","Sporadanthus","1",6,"TRUE","FALSE","FALSE","TRUE","FALSE","0.91522491349481","2312","TRUE","3","non-endemic",NA,0,0,0,0,0,0,0,0,"c(""graminoid herb"", ""graminoid herb tussock"", ""graminoid herb tussock"", ""graminoid herb tussock"", ""graminoid herb tussock"", ""graminoid herb"", ""graminoid herb"", ""graminoid herb"", ""graminoid herb"", ""herb"", ""herb"", ""herb"", ""graminoid herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""graminoid"", ""graminoid"", ""graminoid herb"", ""graminoid herb"", ""graminoid"", ""graminoid"", ""graminoid"", ""graminoid"", ""graminoid"", ""graminoid"", ""climber"", ""herb"", ""graminoid_not_tussock"")","NULL","0.13","c(""zoochory"", ""zoochory"")"
"931","Spyridium","1",44,"FALSE","FALSE","FALSE","FALSE","FALSE","1","20027","FALSE","0","endemic",NA,0,0,0,0,0,0,0,0,"c(""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""tree"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""subshrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", 
""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", 
""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub subshrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", 
""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", 
""shrub"", ""shrub"", ""shrub"")","NULL","c(""0.5176"", ""0.4356"", ""2.2064"", ""0.3084"", ""0.572"", ""0.6032"", ""1.6036"", ""0.39"", ""0.6036"", ""1.1328"", ""0.4852"", ""1.0612"", ""0.566"", ""15.846"", ""1.1832"", ""1.5208"", ""1.3292"", ""2.3244"", ""0.5264"", ""0.4116"", ""0.4196"", ""0.512"", ""1.4268"", ""0.4712"", ""0.7284"", ""0.6148"", ""0.6068548"", ""1.1512"", ""0.9524"", ""1.0228"", ""0.442"", ""0.7712"", ""1.0934524"", ""0.6112"", ""0.5588"", ""0.3852"", ""0.4028"", ""0.2668"", ""0.39592"", ""0.5228"", ""0.968"", ""0.4872"", ""0.604"", ""0.727"", ""0.587"", ""0.487"", ""0.82"")","c(""myrmecochory"", ""myrmecochory"", ""myrmecochory"", ""zoochory"", ""zoochory"", ""zoochory"", ""zoochory"", ""zoochory"", ""zoochory"", ""zoochory"", ""zoochory"", ""zoochory"", ""zoochory"", ""zoochory"", ""zoochory"", ""zoochory"", ""zoochory"", ""zoochory"", ""zoochory"", ""zoochory"", ""zoochory"", ""zoochory"", ""myrmecochory"")"
"932","Stachystemon","1",9,"FALSE","FALSE","FALSE","FALSE","FALSE","1","563","FALSE","0","endemic",NA,0,0,0,0,0,0,0,0,"c(""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"")","NULL","c(""12.65"", ""6.042"", ""11.222"", ""24.14"")","NULL"
"933","Stawellia","1",2,"FALSE","FALSE","FALSE","FALSE","TRUE","1","54","FALSE","1","endemic","Outlier in Indo data, only one point",0,0,0,0,0,0,0,0,"c(""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"")","NULL","NULL","NULL"
"934","Stenanthemum","1",29,"FALSE","FALSE","FALSE","FALSE","FALSE","1","3226","FALSE","0","endemic",NA,0,0,0,0,0,0,0,0,"c(""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""herb"", ""subshrub"", ""subshrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""subshrub"", ""subshrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", 
""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""herb shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""herb shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", 
""shrub"", ""herb shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""herb shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub subshrub"", ""shrub"", ""shrub subshrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub subshrub"", ""shrub subshrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", 
""shrub subshrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"")","NULL","c(""0.574"", ""0.82"")","c(""myrmecochory"", ""zoochory"", ""zoochory"", ""zoochory"", ""zoochory"")"
"935","Stenanthera","1",3,"FALSE","FALSE","FALSE","FALSE","FALSE","1","9798","FALSE","0","endemic",NA,0,0,0,0,0,0,0,0,"c(""subshrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"")","NULL","c(""42.378"", ""2.42"", ""42.44"", ""78.3148"")","c(""endozoochory"", ""endozoochory"", ""endozoochory"")"
"936","Stenopetalum","1",12,"FALSE","FALSE","FALSE","FALSE","FALSE","1","6505","FALSE","0","endemic",NA,0,0,0,0,0,0,0,0,"c(""herb"", ""shrub"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb shrub"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb shrub"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""climber"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb shrub"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""climber_herbaceous"", 
""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"")","NULL","c(""0.551641"", ""0.396"", ""0.32768"", ""0.4268"", ""0.0768"", ""0.2344"", ""0.6208"", ""1.1808"", ""1.3132"", ""1.402"", ""0.48744"", ""0.2972"", ""1.281"")","c(""barochory"", ""barochory"", ""barochory"", ""barochory"", ""epizoochory"", ""epizoochory"", ""epizoochory"", ""epizoochory"", ""epizoochory"", ""epizoochory"")"
"937","Stenostegia","1",1,"FALSE","FALSE","FALSE","FALSE","FALSE","1","50","FALSE","0","endemic",NA,0,0,0,0,0,0,0,0,"shrub","NULL","NULL","NULL"
"938","Stigmatodactylus","1",2,"FALSE","FALSE","FALSE","TRUE","TRUE","0.978260869565217","184","TRUE","3","non-endemic",NA,0,0,0,0,0,0,0,0,"c(""herb"", ""herb"", ""herb"")","NULL","NULL","NULL"
"939","Stirlingia","1",7,"FALSE","FALSE","FALSE","FALSE","FALSE","1","1630","FALSE","0","endemic",NA,3,0,1,2,1,0,0,0,"c(""herb shrub"", ""shrub"", ""shrub"", ""shrub"", ""herb"", ""herb"", ""herb"", ""herb shrub"", ""shrub"", ""shrub"", ""shrub"", ""herb"", ""herb"", ""herb"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""herb shrub"", ""shrub"", ""shrub"", ""shrub"", ""herb shrub"", ""herb shrub"", ""herb shrub"", ""herb shrub"", ""shrub"", ""shrub"", ""shrub"", ""herb shrub"", ""herb shrub"", ""herb shrub"", ""herb shrub"", ""shrub"", ""shrub"", ""shrub"", ""herb shrub"", ""herb shrub"", ""herb shrub"", ""shrub"", ""shrub"", ""herb"", ""herb"", ""herb"")","NULL","c(""2.556"", ""2.015"", ""1.888"", ""3.6064"", ""10.6328"", ""4.20624"", ""2.5736"", ""13.9"")","NULL"
"940","Stockwellia","1",1,"FALSE","FALSE","FALSE","FALSE","FALSE","1","133","FALSE","0","endemic",NA,0,0,0,0,0,0,0,0,"c(""tree"", ""tree"", ""tree"", ""tree"")","NULL","NULL","NULL"
"941","Stonesiella","1",1,"FALSE","FALSE","FALSE","FALSE","FALSE","1","71","FALSE","0","endemic",NA,0,0,0,0,0,0,0,0,"c(""shrub"", ""shrub"", ""shrub"")","NULL","1.4372","NULL"
"942","Storckiella","1",1,"FALSE","TRUE","FALSE","TRUE","FALSE","0.728682170542636","129","TRUE","3","non-endemic",NA,0,0,0,0,0,0,0,0,"c(""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"")","NULL","NULL","NULL"
"943","Strangea","1",3,"FALSE","FALSE","FALSE","FALSE","FALSE","0.998109640831758","529","FALSE","0","endemic",NA,1,0,0,0,0,1,0,0,"c(""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"")","NULL","c(""217.0833333"", ""66.466"")","NULL"
"944","Streptoglossa","1",8,"FALSE","FALSE","FALSE","FALSE","FALSE","1","3375","FALSE","0","endemic",NA,0,0,0,0,0,0,0,0,"c(""herb"", ""herb"", ""herb"", ""shrub"", ""herb"", ""shrub"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb shrub"", ""herb"", ""herb shrub"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb shrub"", ""herb"", ""herb shrub"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb shrub"", ""herb"", ""herb shrub"", ""herb"", ""herb"", ""herb"")","NULL","c(""0.678"", ""0.5108"", ""0.8744"", ""2.3004"", ""1.316"", ""1.3756"", ""1.5168"", ""1.064"", ""1.06"")","c(""anemochory"", ""anemochory"", ""anemochory"")"
"945","Streptothamnus","1",1,"FALSE","FALSE","FALSE","FALSE","FALSE","1","182","FALSE","0","endemic",NA,0,0,0,0,0,0,0,0,"c(""climber"", ""climber_herbaceous"", ""climber"", ""climber_woody"", ""climber_woody"")","NULL","NULL","NULL"
"946","Stuartina","1",2,"FALSE","FALSE","FALSE","TRUE","FALSE","0.993819211949524","3883","FALSE","1","endemic","Introduced to Britain",0,0,0,0,0,0,0,0,"c(""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"")","NULL","c(""0.04"", ""0.13"")","c(""anemochory"", ""epizoochory"", ""epizoochory"", ""epizoochory"", ""anemochory"")"
"947","Stylobasium","1",2,"FALSE","FALSE","FALSE","FALSE","FALSE","1","842","FALSE","0","endemic",NA,0,0,0,0,0,0,0,0,"c(""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"")","NULL","c(""186.7032"", ""36.558"", ""40.6"", ""214.2436"")","NULL"
"948","Stypandra","1",2,"FALSE","FALSE","FALSE","FALSE","FALSE","0.999891126837235","9185","FALSE","0","endemic",NA,0,0,0,0,0,0,0,0,"c(""shrub"", ""herb"", ""graminoid"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"")","aril","c(""1.3"", ""1.062"", ""1.1"", ""1.2"", ""0.9904"", ""1.4"")","c(""barochory"", ""barochory"", ""barochory"", ""barochory"")"
"949","Styphelia","1",20,"FALSE","TRUE","FALSE","TRUE","TRUE","0.992212487832012","14382","FALSE","3","non-endemic",NA,0,0,0,0,0,0,0,0,"c(""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", 
""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub""
)","none","c(""162.2752"", ""20.2"", ""8.8575"", ""50"")","c(""endozoochory"", ""endozoochory"", ""myrmecochory"", ""myrmecochory"", ""zoochory"", ""endozoochory"", ""endozoochory"", ""endozoochory"", ""endozoochory"", ""endozoochory"", ""endozoochory"")"
"950","Suaeda","1",2,"TRUE","TRUE","TRUE","TRUE","TRUE","0.929566255471548","5026","TRUE","6","non-endemic",NA,0,0,0,0,0,0,0,0,"c(""herb"", ""shrub"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""subshrub"", ""subshrub"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""herb"", ""herb"", ""herb"", ""shrub"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""shrub"", ""shrub"", ""subshrub"")","NULL","c(""0.4008"", ""0.43"", ""0.5464"", ""0.6775"", ""0.956"")","c(""epizoochory"", ""epizoochory"", ""hydrochory"")"
"951","Surreya","1",2,"FALSE","FALSE","FALSE","FALSE","FALSE","1","521","FALSE","0","endemic",NA,0,0,0,0,0,0,0,0,"c(""shrub subshrub"", ""subshrub"", ""herb shrub subshrub"", ""shrub"")","NULL","NULL","NULL"
