"","genus","prop_endemic","species_number","nz","nc","ng","wcvp","indo2","prop_aus","n","ala","rowsums","current_knowledge","reason","Least Concern","Critically Endangered","Data Deficient","Endangered","Near Threatened","Vulnerable","Lower Risk/near threatened","Extinct","plant_growth_form","dispersal_appendage","seed_dry_mass","dispersal_syndrome"
"874","Romnalda","1",2,"FALSE","FALSE","FALSE","TRUE","TRUE","0.956521739130435","138","TRUE","3","non-endemic",NA,0,0,0,0,0,0,0,0,"c(""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"")","NULL","14.8772","NULL"
"875","Rourea","1",1,"FALSE","TRUE","FALSE","TRUE","TRUE","0.775700934579439","107","TRUE","4","non-endemic",NA,0,0,0,0,0,0,0,0,"c(""climber_woody"", ""climber_herbaceous"", ""climber_herbaceous"", ""climber_herbaceous"", ""climber_woody"", ""climber_woody"", ""climber_woody"", ""climber_woody"")","aril","c(""40"", ""284"")","c(""anemochory"", ""endozoochory"")"
"876","Roycea","1",3,"FALSE","FALSE","FALSE","FALSE","FALSE","1","142","FALSE","0","endemic",NA,0,0,0,0,0,0,0,0,"c(""shrub"", ""herb"", ""shrub"", ""shrub"", ""herb"", ""shrub"", ""shrub"", ""herb"", ""shrub"", ""shrub"", ""herb"", ""shrub"")","NULL","2.2","NULL"
"877","Rumicastrum","1",1,"FALSE","FALSE","FALSE","TRUE","FALSE","1","11","FALSE","1","endemic","Introduced into NZ, UK, & USA",0,0,0,0,0,0,0,0,"c(""herb"", ""herb"", ""herb"", ""herb"")","NULL","NULL","NULL"
"878","Rutidosis","1",9,"FALSE","FALSE","FALSE","FALSE","FALSE","1","4842","FALSE","0","endemic",NA,0,0,0,0,0,0,0,0,"c(""shrub"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"")","NULL","c(""0.196"", ""0.7519"", ""0.6388"", ""0.4968"", ""0.4408"", ""0.7"", ""0.536"", ""0.563"", ""0.525"", ""0.628"", ""0.152"", ""0.937234"", ""0.2464"", ""0.2516"", ""0.3416"", ""0.1352"", ""0.4484"", ""0.15"", ""1.57"", ""0.9"", ""1.22"", ""0.94"", ""1.89"", ""0.96"", ""2.36"", ""1.85"", ""0.99"", ""1.37"", ""1.2"")","c(""anemochory"", ""anemochory"", ""zoochory"", ""zoochory"", ""zoochory"", ""zoochory"", ""zoochory"", ""anemochory"", ""anemochory"")"
"879","Ryparosa","1",1,"FALSE","FALSE","FALSE","TRUE","TRUE","0.524229074889868","227","TRUE","3","non-endemic",NA,0,0,0,0,0,0,0,0,"c(""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"")","NULL","NULL","NULL"
"880","Ryticaryum","1",1,"FALSE","FALSE","FALSE","TRUE","FALSE","0.522058823529412","136","TRUE","2","non-endemic",NA,1,0,0,0,0,0,0,0,"c(""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"")","NULL","NULL","NULL"
"881","Sagina","1",2,"FALSE","FALSE","TRUE","TRUE","TRUE","0.772635814889336","2982","TRUE","4","non-endemic",NA,0,0,0,0,0,0,0,0,"c(""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"")","NULL","c(""0.02756"", ""0.1332"", ""0.5337121"")","c(""zoochory"", ""zoochory"")"
"882","Samadera","1",2,"FALSE","FALSE","FALSE","TRUE","TRUE","0.956","500","TRUE","3","non-endemic",NA,0,0,0,0,0,0,0,0,"c(""tree"", ""tree"", ""tree"", ""shrub tree"", ""shrub tree"", ""tree"", ""tree"", ""tree"", ""shrub"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub tree"", ""tree"", ""tree"", ""shrub"", ""shrub"", ""tree"", ""shrub tree"", ""tree"", ""shrub"", ""shrub tree"", ""tree"")","NULL","NULL","NULL"
"883","Sambucus","1",2,"TRUE","FALSE","TRUE","TRUE","TRUE","0.971910112359551","5696","TRUE","5","non-endemic",NA,0,0,0,0,0,0,0,0,"c(""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub tree"", ""shrub subshrub"", ""shrub tree"", ""shrub"", ""shrub tree"", ""shrub tree"", ""herb shrub subshrub"", ""shrub"", ""shrub"", ""herb"", ""herb"", ""herb"")","none","c(""1.7"", ""2.0912"", ""1.9116"", ""2.0028"", ""10"")","c(""endozoochory"", ""endozoochory"", ""endozoochory"", ""endozoochory"")"
"884","Sankowskya","1",1,"FALSE","FALSE","FALSE","FALSE","FALSE","1","60","FALSE","0","endemic",NA,0,0,0,0,0,0,0,0,"c(""tree"", ""tree"", ""tree"", ""tree"", ""tree"")","NULL","NULL","NULL"
"885","Sannantha","1",12,"FALSE","TRUE","FALSE","TRUE","FALSE","0.986376021798365","2936","TRUE","3","non-endemic",NA,1,0,0,0,0,0,0,0,"c(""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub tree"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub tree"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub tree"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"")","NULL","c(""0.0886598"", ""0.04352"", ""0.106"", ""0.134"", ""0.05"", ""0.0656"", ""0.10076"", ""0.0352"", ""0.046"")","c(""anemochory"", ""anemochory"", ""anemochory"")"
"886","Sarcopteryx","1",5,"FALSE","FALSE","FALSE","TRUE","TRUE","0.981158737635422","2123","TRUE","3","non-endemic",NA,2,0,0,0,0,0,0,0,"c(""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"")","c(""wings"", ""wings"", ""wings"", ""wings"", ""wings"", ""fleshy_reward"")","c(""94"", ""40"")","endozoochory"
"887","Sarcotoechia","1",6,"FALSE","FALSE","FALSE","TRUE","TRUE","0.974719101123596","356","TRUE","3","non-endemic",NA,0,0,0,0,0,0,0,0,"c(""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"")","NULL","c(""160"", ""300"", ""220"")","endozoochory"
"888","Sarcozona","1",2,"FALSE","FALSE","FALSE","FALSE","FALSE","1","846","FALSE","0","endemic",NA,0,0,0,0,0,0,0,0,"c(""shrub"", ""shrub"", ""subshrub"", ""subshrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""herb"")","NULL","c(""0.0976"", ""0.138"")","c(""barochory"", ""barochory"")"
"889","Saurauia","1",1,"FALSE","FALSE","FALSE","TRUE","TRUE","0.122002085505735","959","TRUE","3","non-endemic",NA,0,0,0,0,0,0,0,0,"c(""shrub tree"", ""tree"", ""tree"", ""tree"", ""shrub tree"")","NULL","0.057","NULL"
"890","Saxipoa","1",1,"FALSE","FALSE","FALSE","FALSE","FALSE","1","351","FALSE","0","endemic",NA,0,0,0,0,0,0,0,0,"c(""graminoid herb"", ""tussock"", ""tussock"")","NULL","NULL","epizoochory"
"891","Scambopus","1",1,"FALSE","FALSE","FALSE","FALSE","FALSE","1","28","FALSE","0","endemic",NA,0,0,0,0,0,0,0,0,"c(""herb"", ""herb"", ""herb"", ""herb"")","NULL","0.332","NULL"
"892","Schenkia","1",2,"FALSE","TRUE","FALSE","TRUE","FALSE","0.992803289924606","2918","FALSE","2","non-endemic",NA,0,0,0,0,0,0,0,0,"c(""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"")","NULL","c(""0.066"", ""0.028"")","c(""zoochory"", ""zoochory"", ""zoochory"")"
"893","Schistocarpaea","1",1,"FALSE","FALSE","FALSE","FALSE","FALSE","1","103","FALSE","0","endemic",NA,0,0,0,0,0,0,0,0,"c(""tree"", ""tree"", ""tree"", ""tree"", ""shrub tree"")","fleshy_reward","NULL","NULL"
"894","Schistotylus","1",1,"FALSE","FALSE","FALSE","FALSE","FALSE","1","50","FALSE","0","endemic",NA,0,0,0,0,0,0,0,0,"c(""herb"", ""herb"", ""herb"")","NULL","NULL","NULL"
"895","Schizacme","1",2,"TRUE","FALSE","FALSE","TRUE","FALSE","0.923076923076923","754","TRUE","3","non-endemic",NA,0,0,0,0,0,0,0,0,"c(""subshrub"", ""subshrub"", ""herb"", ""shrub"", ""shrub"", ""herb subshrub"", ""herb"", ""herb"")","NULL","0.0496","c(""zoochory"", ""zoochory"")"
"896","Schizomeria","1",2,"FALSE","FALSE","FALSE","TRUE","TRUE","0.879796163069544","3336","TRUE","3","non-endemic",NA,1,0,0,0,0,0,0,0,"c(""shrub"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"")","NULL","c(""21"", ""14.97"", ""201.648"", ""201.6"")","c(""endozoochory"", ""endozoochory"", ""zoochory"")"
"897","Schoenia","1",5,"FALSE","FALSE","FALSE","FALSE","FALSE","0.999592169657422","2452","FALSE","0","endemic",NA,0,0,0,0,0,0,0,0,"c(""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"")","NULL","c(""11.0333"", ""10.71"", ""1.625"", ""2.345609"", ""6.9848"", ""4.8664"", ""5"", ""0.9596"", ""1.8096"", ""4.1476"")","c(""epizoochory"", ""epizoochory"")"
"898","Schoenolaena","1",1,"FALSE","FALSE","FALSE","FALSE","FALSE","1","211","FALSE","0","endemic",NA,0,0,0,0,0,0,0,0,"c(""herb"", ""herb"", ""herb"", ""herb"", ""herb"")","NULL","NULL","NULL"
"899","Scholtzia","1",13,"FALSE","FALSE","FALSE","FALSE","FALSE","1","2029","FALSE","0","endemic",NA,0,0,0,0,0,0,0,0,"c(""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", 
""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub tree"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", 
""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub tree"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"")","NULL","c(""0.92348"", ""0.9544"", ""1.21688"", ""3.4096"", ""1.31"", ""2.5628"")","NULL"
"900","Scleroblitum","1",1,"FALSE","FALSE","FALSE","FALSE","FALSE","1","1553","FALSE","0","endemic",NA,0,0,0,0,0,0,0,0,"c(""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"")","NULL","NULL","c(""zoochory"", ""zoochory"")"
"901","Scleroglossum","1",1,"FALSE","TRUE","FALSE","TRUE","TRUE","0.607843137254902","102","TRUE","4","non-endemic",NA,0,0,0,0,0,0,0,0,"c(""fern"", ""fern"")","NULL","NULL","NULL"
"902","Scolopia","1",1,"FALSE","FALSE","TRUE","TRUE","TRUE","0.963293130571578","1907","TRUE","4","non-endemic",NA,1,0,0,0,0,0,0,0,"c(""tree"", ""tree"", ""tree"", ""tree"", ""shrub tree"", ""shrub tree"", ""tree"", ""shrub tree"")","NULL","3.3","endozoochory"
"903","Scutellaria","1",2,"TRUE","FALSE","TRUE","TRUE","TRUE","0.967967384973792","3434","TRUE","5","non-endemic",NA,0,0,0,0,0,0,0,0,"c(""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"")","NULL","c(""0.4596"", ""0.4984"", ""0.7444"", ""0.6888"", ""0.8156"", ""0.8"")","c(""zoochory"", ""zoochory"", ""zoochory"")"
"904","Sedopsis","1",2,"FALSE","FALSE","FALSE","FALSE","FALSE","0.99","100","FALSE","0","endemic",NA,0,0,0,0,0,0,0,0,"c(""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"")","NULL","NULL","NULL"
"905","Selliera","1",1,"FALSE","FALSE","FALSE","FALSE","FALSE","0.928726287262873","3690","TRUE","1","non-endemic","Synonym with Goodenia",0,0,0,0,0,0,0,0,"c(""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"")","none","c(""0.5716"", ""0.6696"", ""0.436"")","c(""epizoochory"", ""epizoochory"", ""endozoochory"")"
"906","Selliguea","1",1,"FALSE","TRUE","FALSE","TRUE","TRUE","0","501","TRUE","4","non-endemic",NA,0,0,0,0,0,0,0,0,"fern","NULL","NULL","NULL"
"907","Seorsus","1",2,"FALSE","FALSE","FALSE","TRUE","FALSE","1","51","FALSE","1","endemic","wcvp incorrect, found in PNG",0,0,0,0,0,0,0,0,"c(""shrub"", ""shrub"", ""shrub"")","NULL","0.366","NULL"
"908","Serichonus","1",1,"FALSE","FALSE","FALSE","FALSE","FALSE","1","15","FALSE","0","endemic",NA,0,0,0,0,0,0,0,0,"c(""shrub"", ""shrub"", ""shrub"", ""shrub"")","NULL","NULL","NULL"
"909","Seringia","1",18,"FALSE","FALSE","FALSE","TRUE","FALSE","0.998215082552432","4482","FALSE","1","endemic","Taxonomy mix up",0,0,0,0,0,0,0,0,"c(""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", 
""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"")","c(""aril"", ""aril"")","c(""1.352"", ""1.239"", ""1.7027"", ""3.7106"", ""2.2"", ""1.3296"", ""1.9276"", ""2.0956"", ""1.7588"", ""4.0072"")","zoochory"
"910","Serjania","1",1,"FALSE","FALSE","FALSE","TRUE","FALSE","0.4","5","TRUE","2","non-endemic",NA,0,0,0,0,0,0,0,0,"climber_woody","NULL","NULL","NULL"
"911","Sersalisia","1",3,"FALSE","FALSE","FALSE","TRUE","FALSE","0.990155865463495","2438","FALSE","1","non-endemic","Found in PNG and Malaysia as well",0,0,0,0,0,0,0,0,"c(""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""shrub"", ""tree"", ""tree"", ""tree"", ""tree"", ""shrub"", ""tree"", ""tree"", ""shrub tree"", ""shrub tree"", ""shrub tree"", ""tree"", ""tree"")","NULL","NULL","NULL"
"912","Shonia","1",4,"FALSE","FALSE","FALSE","FALSE","FALSE","1","204","FALSE","0","endemic",NA,0,0,0,0,0,0,0,0,"c(""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub tree"", ""shrub"", ""shrub"", ""shrub tree"")","NULL","NULL","NULL"
"913","Siegfriedia","1",1,"FALSE","FALSE","FALSE","FALSE","FALSE","1","82","FALSE","0","endemic",NA,0,0,0,0,0,0,0,0,"c(""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"")","NULL","c(""1.355"", ""1.56"")","NULL"
"914","Siloxerus","1",4,"FALSE","FALSE","FALSE","FALSE","FALSE","1","2992","FALSE","0","endemic",NA,0,0,0,0,0,0,0,0,"c(""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"")","pappus","c(""0.04"", ""0.11368"", ""0.0712"", ""0.0813333"", ""0.098"", ""0.0813"", ""0.26"")","c(""anemochory"", ""anemochory"", ""anemochory"", ""anemochory"", ""anemochory"")"
"915","Siphonodon","1",3,"FALSE","FALSE","FALSE","TRUE","TRUE","0.97242206235012","834","TRUE","3","non-endemic",NA,0,0,0,0,0,0,0,0,"c(""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""shrub tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""shrub tree"")","NULL","c(""56"", ""68.7396"", ""14.12"", ""740"")","zoochory"
"916","Sloanea","1",4,"FALSE","TRUE","FALSE","TRUE","TRUE","0.934657605854678","3826","TRUE","4","non-endemic",NA,2,0,0,0,0,0,0,0,"c(""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"")","c(""fleshy_reward"", ""fleshy_reward"", ""fleshy_reward"", ""fleshy_reward"")","c(""130"", ""94"", ""72.9"", ""95.3"", ""75.9"", ""121.8"", ""57.1"", ""125"", ""73.2"", ""127.9"", ""83"", ""60.5"", ""71.5"", ""100.3"", ""70.3"", ""74.6"", ""63"", ""76.5"", ""54.6"", ""76.6"", ""83.5"", ""40.7"", ""102.1"", ""73.8"", ""46"", ""91.1"", ""83.5"", ""85.6"", ""113"", ""79.4"", ""70.5"", ""80"", ""94.1"", ""100.5"", ""44.8"", ""69.2"", ""43"", ""61"", ""89.4"", ""47.1"", ""75.6"", ""88.9"", ""57.5"", ""61.4"", ""84.1"", ""65.6"", ""57.4"", ""44.6"", ""64.5"", ""34.6"", ""103.9"", ""53.9"", ""38.5"", ""43.5"", ""74.1"", ""60.1"", ""70.3"", ""79"", ""89.1"", ""61.4"", ""65.4"", ""57"", ""81.9"", ""32.5"", ""20.5"", 
""89"", ""84.5"", ""66.8"", ""53.7"", ""103.1"", ""40.5"", ""66"", ""73.2"", ""41.5"", ""74.1"", ""90.6"", ""74"", ""77"", ""36.3"", ""81.9"", ""27.7"", ""57.8"", ""79.9"", ""81.2"", ""64.2"", ""60.3"", ""73"", ""95.3"", ""82.8"", ""103"", ""53.1"", ""60.7"", ""68.2"", ""55.7"", ""81.5"", ""83.4"", ""25.8"", ""55.8"", ""23.2"", ""70.9"", ""62.1"", ""57.2"")","c(""endozoochory"", ""zoochory"")"
"917","Solenogyne","1",3,"TRUE","FALSE","FALSE","TRUE","FALSE","0.995876070635508","9457","FALSE","2","non-endemic",NA,0,0,0,0,0,0,0,0,"c(""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"")","c(""none"", ""none"")","c(""1.044"", ""0.37"", ""0.33"", ""0.1352"", ""0.372"", ""0.3048"", ""0.33"", ""0.25"", ""0.305"", ""0.28"")","c(""undefined"", ""undefined"", ""barochory"", ""undefined"", ""undefined"", ""anemochory"", ""zoochory"", ""zoochory"", ""zoochory"", ""zoochory"", ""barochory"", ""barochory"")"
"918","Solori","1",2,"FALSE","FALSE","FALSE","FALSE","FALSE","0.970494417862839","1254","TRUE","1","non-endemic","Synonym with Brachypterum, found in southern Asia",0,0,0,0,0,0,0,0,"c(""climber"", ""climber_herbaceous"", ""climber_woody"", ""climber_woody"")","NULL","NULL","NULL"
"919","Sondottia","1",2,"FALSE","FALSE","FALSE","FALSE","FALSE","1","59","FALSE","0","endemic",NA,0,0,0,0,0,0,0,0,"c(""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"")","NULL","2.7164","NULL"
"920","Sowerbaea","1",5,"FALSE","FALSE","FALSE","FALSE","FALSE","0.999717673630717","3542","FALSE","0","endemic",NA,0,0,0,0,0,0,0,0,"c(""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""graminoid"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"")","none","c(""1.148"", ""1.275"", ""1.8116"", ""2"")","c(""barochory"", ""barochory"", ""barochory"", ""barochory"")"
"921","Spartochloa","1",1,"FALSE","FALSE","FALSE","FALSE","FALSE","1","193","FALSE","0","endemic",NA,0,0,0,0,0,0,0,0,"c(""herb"", ""graminoid herb"", ""graminoid"")","NULL","1.1488","NULL"
"922","Spathia","1",1,"FALSE","FALSE","FALSE","FALSE","FALSE","1","54","FALSE","0","endemic",NA,0,0,0,0,0,0,0,0,"c(""herb"", ""graminoid"")","NULL","1.7512","NULL"
"923","Sphaerantia","1",2,"FALSE","FALSE","FALSE","FALSE","FALSE","1","94","FALSE","0","endemic",NA,0,0,0,0,0,0,0,0,"c(""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"")","NULL","NULL","NULL"
"924","Sphaerolobium","1",22,"FALSE","FALSE","FALSE","FALSE","FALSE","0.999461013295005","5566","FALSE","0","endemic",NA,1,0,0,0,1,1,0,0,"c(""subshrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", 
""shrub"", ""shrub"", ""shrub"", ""shrub subshrub"", ""shrub"", ""shrub"", ""shrub subshrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""subshrub"", ""subshrub"")","none","c(""1.58"", ""0.79"", ""1.1996"", ""1.4848"", ""0.8"", ""1"", ""1.01"", ""1.83"", ""2.11"", ""6.53"", ""0.96"", ""1.1"")","c(""barochory"", ""barochory"", ""barochory"", ""barochory"", ""barochory"", ""myrmecochory"", ""myrmecochory"")"
"925","Sphalmium","1",1,"FALSE","FALSE","FALSE","FALSE","FALSE","1","137","FALSE","0","endemic",NA,1,0,0,0,0,0,0,0,"c(""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"")","NULL","NULL","NULL"
